GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,2002,2002,2002,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,15.503977997,15.5 [15.2-15.8],15.193564626,15.804319878
CHILDDEATH5TO14,Number of deaths among children 5 to 14 years of age,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-children-ages-5-to-14-years,2013,2013,2013,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,533.0,533 [515-553],515.0,553.0
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,1991,1991,1991,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,659.0,659 [626-693],626.0,693.0
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2000,2000,2000,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,257.53887,257.5,,
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2011,2011,2011,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,593.0,593 [566-621],566.0,621.0
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,1993,1993,1993,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,1970.0,1970 [1624-2332],1624.0,2332.0
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2009,2009,2009,SEAR,South-East Asia,LKA,Sri Lanka,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.01345,0,,
WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/life-expectancy-at-birth-%28years%29,2018,2018,2018,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,74.02485503,74.0 [73.2-75.0],73.22116661,74.99054038
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2003,2003,2003,SEAR,South-East Asia,LKA,Sri Lanka,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.05263,0.1,,
NCDMORT3070,"Probability (%) of dying between age 30 and exact age 70 from any of cardiovascular disease, cancer, diabetes, or chronic respiratory disease",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/probability-of-dying-between-exact-ages-30-and-70-from-any-of-cardiovascular-disease-cancer-diabetes-or-chronic-respiratory-%28-%29,2017,2017,2017,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,12.2,12.2 [8.0-17.2],8.0,17.2
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2008,2008,2008,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,369.296546633,369,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2005,2005,2005,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,0.0,0.0,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2011,2011,2011,SEAR,South-East Asia,LKA,Sri Lanka,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,1.1677,1.2,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-rate-among-children-ages-5-to-9-years-%28per-1000-children-aged-5%29,2007,2007,2007,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,1.697825534,1.7 [1.7-1.7],1.666932641,1.730198509
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2017,2017,2017,SEAR,South-East Asia,LKA,Sri Lanka,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.00632,0,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,2021,2021,2021,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,8.717488052,8.7 [7.1-10.5],7.080595879,10.500538119
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2002,2002,2002,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,3.821774921,3.8 [3.7-4.0],3.653489386,3.994734227
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,2005,2005,2005,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,14.036267353,14.0 [12.6-15.3],12.649673327,15.347919978
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,2005,2005,2005,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,12.84869566,12.8 [12.5-13.2],12.540428565,13.166796402
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2001,2001,2001,SEAR,South-East Asia,LKA,Sri Lanka,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,1.70825,1.7,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,2022,2022,2022,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,5.507227328,5.5 [4.5-6.6],4.477254576,6.648311306
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2019,2019,2019,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,0.0,0.0,,
CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,2019,2019,2019,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,2092.0,2092 [2018-2177],2018.0,2177.0
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2008,2008,2008,SEAR,South-East Asia,LKA,Sri Lanka,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.37106,0.4,,
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/infant-mortality-rate-%28probability-of-dying-between-birth-and-age-1-per-1000-live-births%29,1991,1991,1991,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,17.986250747,18.0 [17.6-18.3],17.628331311,18.346182715
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2020,2020,2020,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,328.26363,328.3,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2017,2017,2017,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,624.082898377,624,,
CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,1954,1954,1954,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,20902.0,20 902 [19 669-22 141],19669.0,22141.0
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2005,2005,2005,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,3.844574272,3.8 [3.7-3.9],3.746006381,3.941981445
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2016,2016,2016,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,1.08569226,1,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2007,2007,2007,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,55.27936,55.3,,
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/infant-mortality-rate-%28probability-of-dying-between-birth-and-age-1-per-1000-live-births%29,1987,1987,1987,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,20.504405546,20.5 [20.1-21.0],20.052379245,20.974226968
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-rate-among-children-ages-5-to-9-years-%28per-1000-children-aged-5%29,2002,2002,2002,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,2.048012679,2.0 [2.0-2.1],2.019227183,2.077944601
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adult-mortality-rate-%28probability-of-dying-between-15-and-60-years-per-1000-population%29,2015,2015,2015,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,145.1755378,145,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2003,2003,2003,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,104.050642652,104,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,2004,2004,2004,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,27.528273229,27.5 [26.9-28.2],26.853958912,28.228125301
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-ghe-hale-healthy-life-expectancy-at-age-60,2002,2002,2002,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,16.08118255,16.1 [15.5-16.7],15.53005233,16.71430426
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2011,2011,2011,SEAR,South-East Asia,LKA,Sri Lanka,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.8483,0.8,,
CHILDDEATH5TO14,Number of deaths among children 5 to 14 years of age,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-children-ages-5-to-14-years,2016,2016,2016,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,387.0,387 [355-422],355.0,422.0
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2007,2007,2007,SEAR,South-East Asia,LKA,Sri Lanka,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.0,0,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2008,2008,2008,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,316.64125,316.6,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2010,2010,2010,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,3.156355921,3,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/crude-suicide-rates-%28per-100-000-population%29,2006,2006,2006,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,24.140217,24.1 [19.6-28.9],19.60106118,28.91000102
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2001,2001,2001,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,1397.118844779,1397,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2014,2014,2014,SEAR,South-East Asia,LKA,Sri Lanka,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.0,0,,
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/infant-mortality-rate-%28probability-of-dying-between-birth-and-age-1-per-1000-live-births%29,1959,1959,1959,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,59.793440938,59.8 [58.6-61.0],58.64140445,60.977574922
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,2002,2002,2002,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,1144.0,1144 [1033-1251],1033.0,1251.0
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2016,2016,2016,SEAR,South-East Asia,LKA,Sri Lanka,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.0,0,,
CHILDDEATH5TO14,Number of deaths among children 5 to 14 years of age,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-children-ages-5-to-14-years,2009,2009,2009,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,1308.0,1308 [1262-1354],1262.0,1354.0
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2014,2014,2014,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,889.0,889 [854-924],854.0,924.0
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2015,2015,2015,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,0.0,0.0,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2006,2006,2006,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,0.0,0,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,2016,2016,2016,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,403.0,403 [299-532],299.0,532.0
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2015,2015,2015,SEAR,South-East Asia,LKA,Sri Lanka,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.00801,0,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2014,2014,2014,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,0.0,0.0,,
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2014,2014,2014,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_BTSX,Both sexes,3.902745656,3.9 [3.8-4.0],3.760521899,4.047155991
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2002,2002,2002,SEAR,South-East Asia,LKA,Sri Lanka,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.01674,0,,
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/infant-mortality-rate-%28probability-of-dying-between-birth-and-age-1-per-1000-live-births%29,2019,2019,2019,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,6.947998983,6.9 [6.7-7.3],6.66663248,7.257629281
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2011,2011,2011,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,254.0,254 [239-269],239.0,269.0
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2001,2001,2001,SEAR,South-East Asia,LKA,Sri Lanka,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.07055,0.1,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2014,2014,2014,SEAR,South-East Asia,LKA,Sri Lanka,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,1.05587,1.1,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2015,2015,2015,SEAR,South-East Asia,LKA,Sri Lanka,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.0,0,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2015,2015,2015,SEAR,South-East Asia,LKA,Sri Lanka,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.19349,0.2,,
CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,1988,1988,1988,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_FMLE,Female,2635.0,2635 [2572-2702],2572.0,2702.0
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-rate-for-5-14-year-olds-%28probability-of-dying-per-1000-children-aged-5-14-years%29,2013,2013,2013,SEAR,South-East Asia,LKA,Sri Lanka,SEX,SEX_MLE,Male,2.98104911,3.0 [2.9-3.1],2.874004228,3.089351761
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2017,2017,2017,SEAR,South-East Asia,LKA,Sri Lanka,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.01009,0,,
